Aspect
Light
Space
""
Light
Time
Heart
Void
Space
Breath
Void
Hope
""
Void
Time
Space
""
Space
Heart
Light
Life
Void
Space
Mind
Space
""
Hope
Light
Void
Time
Time
Void
Void
Space
Heart
Void
Space
Light
Space
Doom
Light
Blood
Rage
Space
Space
Light
Space
Time
Light
Breath
Heart
Rage
Mind
Space
Heart
Life
Life
Light
Mind
""
Heart
Hope
Void
Light
Time
Doom
Breath
Time
Heart
""
""
Heart
Life
Time
Space
Space
Rage
Breath
""
Blood
""
Hope
Life
Space
Time
Time
Light
Space
Space
Mind
Hope
Space
Heart
Hope
Breath
""
Heart
""
Space
Life
Space
Light
Heart
Space
Space
Space
Time
Void
Light
""
Time
Light
Life
Blood
Light
Light
Void
Void
Space
Hope
Light
Void
Life
Rage
Void
Heart
""
Mind
Space
Void
Mind
""
Mind
Light
Heart
Life
Hope
Breath
Time
Light
Light
Time
Time
Blood
""
Rage
Space
Hope
Void
Space
Life
""
Void
Hope
Light
Void
Life
Light
Life
Light
Blood
Heart
Doom
Blood
Space
Void
Heart
Space
Time
Blood
Life
Space
Heart
Heart
Time
Heart
Heart
Heart
Void
Life
Heart
""
Mind
Mind
Heart
""
Breath
Space
Time
Space
Hope
Life
""
Light
Time
Light
Time
Void
Space
Breath
Breath
Light
Hope
""
""
Life
Mind
Time
Space
Mind
Mind
Space
Space
Void
Void
""
""
""
Breath
Space
Void
Void
Blood
Light
Light
Heart
Mind
Mind
Doom
Mind
Doom
""
Hope
Mind
""
Hope
Space
Heart
Void
Space
Light
Space
Space
Light
Breath
Light
Light
Time
Light
Doom
Rage
Heart
Hope
Heart
Void
Light
Light
Hope
Hope
Rage
Time
Heart
Life
""
Space
Life
""
Mind
Time
Breath
Hope
Space
""
""
Mind
Mind
Heart
Mind
Space
Heart
Time
Blood
Space
Heart
Time
Light
Doom
Heart
Space
Heart
Blood
Space
Void
Time
Rage
Hope
Hope
Space
Void
Space
Breath
Light
Breath
Doom
""
Heart
Space
Blood
Life
Hope
Light
Heart
Time
Heart
""
Doom
""
Life
Void
Space
Space
Void
Mind
Mind
Breath
Light
Breath
""
Mind
Time
Void
Space
""
Space
Doom
Space
Hope
Time
Life
Void
Light
Life
Heart
Light
Light
Heart
Time
""
Rage
Space
Light
Heart
Time
Void
""
Space
Mind
Void
Heart
Light
Rage
Breath
Life
Time
""
Light
""
Void
Space
Blood
Heart
""
Breath
Space
Life
Time
Mind
""
Space
Light
Hope
Life
Heart
Space
Space
Breath
Space
Life
""
Space
Light
""
Time
Space
Life
Light
Space
Space
Breath
Void
Mind
Hope
Heart
Life
Time
Hope
Heart
Space
""
Heart
Void
Life
Void
Space
Heart
Mind
Breath
Space
Doom
Blood
Heart
Heart
Space
Time
Heart
Heart
Life
Heart
Light
Mind
Space
Space
Hope
Light
Doom
Hope
""
Space
Mind
Light
Space
Light
""
Time
Heart
Life
""
Doom
Doom
Void
Void
Time
Heart
Light
Life
""
""
Space
Heart
Doom
Blood
Life
""
Heart
Light
Light
Rage
Light
""
Time
""
Time
Hope
Breath
Time
Heart
Mind
Life
Doom
Hope
Rage
Void
Light
Light
Space
Heart
Space
Light
Time
Time
Rage
Heart
Space
Life
Breath
Void
Void
Void
Breath
Light
Void
Light
Space
Light
Void
Void
Heart
""
Heart
Space
Void
Time
Breath
Hope
Space
Space
Doom
Hope
Life
""
Space
Life
Mind
Void
Space
Mind
Space
Time
Light
Light
Heart
Life
Light
""
Space
Hope
""
Mind
Heart
Light
Space
Rage
Space
""
Light
Light
Heart
Rage
Light
Hope
Light
Space
Void
Light
Heart
Heart
Space
Space
Life
Time
Heart
Hope
Breath
Heart
Rage
Blood
Mind
Life
Mind
Light
Hope
Mind
Space
Void
Time
Life
Life
Heart
Time
Light
Mind
Heart
Space
Hope
Light
Void
Heart
Doom
Mind
Doom
Heart
Time
Breath
Heart
Mind
Space
Life
""
Void
Blood
Heart
""
Void
Heart
Hope
Time
Hope
Breath
Light
Light
Time
""
Void
Light
Rage
Breath
Time
Light
Doom
Void
Space
Space
Hope
Mind
Time
Heart
Heart
Time
Hope
Doom
""
Mind
Light
Time
Heart
Mind
Void
Life
Space
Heart
Hope
Light
Heart
Life
Space
Blood
Light
Time
""
Mind
Space
Rage
Blood
Heart
""
Void
Breath
Void
Time
Light
Mind
Heart
Mind
Void
Light
Space
Doom
""
""
Space
Time
Void
Space
Space
Space
Light
Time
Life
Rage
Time
Void
Breath
Hope
Void
Breath
Void
Light
Life
Mind
Mind
Blood
Light
Mind
Space
Mind
""
Life
Mind
Void
""
Void
""
Blood
Doom
Breath
Life
Hope
Mind
Blood
Rage
Space
Void
Breath
Breath
Light
Light
Space
Light
Heart
Time
Heart
Light
Time
Void
Space
Doom
Heart
Rage
Mind
Heart
Mind
Life
Blood
""
""
Rage
Void
Breath
Time
Heart
Light
Breath
Mind
Doom
Time
Light
Heart
Void
Void
Void
Heart
Heart
""
Void
Time
Time
Rage
Doom
Heart
Life
Rage
""
Space
Hope
""
""
Breath
Time
Heart
Light
Life
Time
Blood
Breath
Life
Rage
Light
Space
Light
Heart
Mind
Heart
Rage
Void
""
Blood
""
Mind
Rage
Heart
Mind
Blood
Hope
Heart
Light
Light
Blood
Hope
Time
Void
Heart
Hope
Rage
Light
Heart
Hope
Void
Hope
Hope
Heart
Light
""
Rage
Mind
Life
Doom
Life
""
Mind
""
Space
Light
Hope
Blood
Rage
""
Blood
Light
""
""
Mind
Light
Time
Space
Void
Space
Rage
Hope
Life
Time
Blood
Space
Void
Rage
Space
""
Light
""
Doom
Light
Heart
Mind
Life
Heart
Rage
Light
Life
Heart
Light
Light
""
Heart
Doom
Space
Void
Time
""
Time
Light
Space
Heart
Hope
""
Void
""
Space
Blood
Doom
""
Hope
Mind
""
Life
Heart
Time
Breath
Hope
Mind
Hope
Heart
Rage
Heart
Heart
Space
Heart
Heart
Light
""
Time
Space
Space
Breath
Space
Mind
Doom
Space
Light
Mind
Space
Space
Space
Light
Heart
Space
Light
Blood
Void
Rage
Space
Time
Mind
Time
Blood
Light
Life
Life
Void
""
Void
Doom
Space
Light
Space
Light
""
Time
Hope
Life
Light
Void
Void
Life
Heart
""
Doom
Mind
Breath
Rage
Void
Void
Breath
Breath
Void
""
Time
Heart
Doom
Breath
Mind
Life
Heart
""
""
Life
Light
Light
Time
Mind
Mind
Breath
Heart
Space
Mind
Time
Time
Mind
Time
Void
Heart
Heart
Light
Mind
Light
Mind
Rage
Doom
Void
Doom
Light
Space
Breath
Heart
Space
Mind
Life
Rage
Doom
Light
Doom
Light
Heart
""
Doom
""
Light
Space
Breath
Void
Rage
Light
Mind
Void
Blood
Void
Mind
Heart
Blood
Rage
Heart
""
Light
Blood
Void
Space
Life
Time
Time
Space
Space
Light
""
Mind
Space
Hope
Rage
Hope
Doom
Blood
Hope
Void
Void
Heart
Void
Heart
Time
Space
Breath
Time
Blood
Doom
Heart
Space
Heart
Space
Light
""
Breath
Space
Doom
Mind
Time
Space
Light
""
Rage
Rage
Light
""
Breath
Mind
Breath
Space
Rage
Breath
Heart
Space
Space
""
Space
Light
Heart
Light
Space
Space
Rage
Light
Hope
Space
Heart
""
Doom
Heart
Mind
Space
Light
Space
Heart
Heart
Space
Time
Rage
Mind
Hope
Heart
""
Space
Time
Void
Light
Heart
Void
""
Light
Mind
Breath
Light
Mind
Mind
""
Void
Time
Space
Light
Blood
Time
Mind
Doom
Light
Void
Heart
Space
Light
""
Light
Time
Void
Heart
Light
Hope
Heart
Breath
Void
Time
Heart
Breath
Void
Light
Breath
Hope
Space
Light
Void
Space
Blood
Light
Breath
Life
Heart
Heart
Mind
Space
Heart
Void
Light
Time
Time
Heart
Heart
Mind
Blood
Doom
Space
Rage
Light
Breath
Light
Space
Heart
Time
Doom
Time
Hope
Mind
Life
Life
Light
Void
Time
Space
Space
Time
Void
Blood
Blood
Light
Time
Time
Time
Blood
Rage
Mind
Space
Space
Blood
Time
Heart
Heart
Void
Breath
""
Space
Space
Doom
Space
Time
Life
Time
Space
Doom
Space
Time
Mind
Space
Mind
""
Void
Space
Light
Time
Mind
Time
""
Space
""
Space
Life
Void
Light
Time
Time
Hope
Rage
Blood
Light
Blood
Mind
Life
""
Blood
""
Space
Void
Rage
Mind
Rage
Space
""
Breath
Void
Light
Time
Breath
""
Doom
Breath
Rage
Hope
Mind
Light
Time
Doom
Space
Time
""
Time
Space
Hope
Heart
Doom
Mind
Hope
Breath
Rage
Void
Void
Heart
Life
Space
Light
Light
Time
Void
""
Time
Heart
Space
Void
Hope
Breath
Light
Light
""
Heart
Space
Light
Space
Time
Light
Breath
Space
""
""
""
Light
Space
Time
Blood
Heart
Blood
Breath
Light
Heart
""
Mind
Heart
Space
""
Space
Breath
Doom
Light
Breath
Time
Mind
Breath
Time
Life
Heart
Breath
Doom
Void
Space
Light
Space
Blood
Doom
Light
Blood
Light
Doom
Heart
Mind
Light
Space
Void
Blood
Space
Void
Light
Hope
Time
Blood
Space
Time
Hope
Doom
Hope
Light
Mind
Hope
""
Time
Doom
Void
Space
""
Rage
Time
Mind
Blood
Heart
Doom
Time
Mind
Light
Heart
Heart
Blood
Time
Life
Heart
Time
""
Space
""
Light
Life
Light
Heart
Heart
Heart
Heart
Heart
Doom
Space
Breath
Hope
""
Heart
Space
Heart
Life
Doom
Doom
Light
""
Space
""
Rage
Heart
Rage
Mind
Light
Time
Blood
Hope
Light
Heart
""
Rage
Space
Mind
Heart
Life
Time
Void
Light
Void
""
Light
Breath
Light
Light
Mind
Light
Time
Rage
Life
Blood
Space
Breath
Breath
Mind
Rage
Space
Light
Mind
Blood
Void
""
Heart
Blood
Space
Heart
Void
""
Time
Heart
Rage
Doom
Space
Light
Heart
Light
""
Breath
Heart
Void
Heart
Light
Mind
Doom
Time
Space
Void
Breath
Heart
""
Heart
Heart
Mind
Breath
Void
Rage
""
Light
Light
Hope
Heart
Space
Heart
Hope
Doom
Heart
""
""
Doom
""
""
Void
Space
Hope
Breath
""
Heart
Breath
Time
Light
Light
Space
Light
Doom
Breath
Void
Light
Heart
Time
Blood
Doom
Life
Breath
Space
Space
Time
Space
Doom
""
Light
""
""
Heart
Heart
Breath
Rage
Blood
Light
""
Mind
""
Light
Blood
Life
Breath
Light
Heart
Heart
Doom
Hope
Space
Blood
""
Space
Hope
Light
Void
Space
Space
Void
Blood
""
Time
Hope
Hope
Light
Space
Heart
Time
Life
Space
Void
Space
Heart
Mind
Blood
Time
Life
Hope
Space
Light
Space
""
Void
Blood
Heart
Void
Light
""
Space
Void
Heart
""
Rage
Heart
""
Heart
Breath
Heart
Mind
Space
Heart
Heart
Breath
Heart
Light
Light
Light
Doom
Space
Blood
Light
Doom
Hope
Light
Rage
Light
Heart
Heart
Hope
Blood
Heart
Rage
Doom
Mind
Time
Mind
Time
Blood
Mind
""
Heart
Hope
Time
Light
Hope
Doom
Rage
Space
Space
Doom
Rage
Breath
Time
Mind
Hope
Life
Heart
Life
Heart
Heart
Light
Hope
Space
""
Doom
Light
""
""
Hope
Void
Space
Space
Space
Void
Mind
Void
Space
Breath
Life
Void
Blood
Light
Time
Doom
""
Heart
Blood
Heart
Mind
Blood
Hope
""
Rage
Light
Rage
Light
Light
Hope
Void
Void
Rage
Time
Doom
Doom
Space
Mind
""
Breath
Void
Breath
Doom
Space
Hope
Light
Blood
Hope
Breath
Heart
Blood
Doom
Light
Heart
Space
Life
Time
Void
""
Light
Mind
""
Life
Breath
Heart
Heart
Time
Light
Mind
Void
Time
Space
Time
Space
Doom
Hope
Space
Time
Time
Light
Light
Space
Breath
Light
Mind
Light
Space
Space
Void
Space
""
Void
Space
Void
Doom
Space
Heart
Void
Blood
Light
Void
Void
Breath
Light
Void
Time
Hope
Space
Void
Space
Time
Void
Mind
Time
Light
Space
""
Time
Light
Doom
Void
Space
Breath
Mind
Heart
Doom
""
Life
Space
Time
Space
Heart
""
Space
Light
Space
Blood
Rage
Heart
Void
Void
Breath
Rage
Space
Time
Time
Rage
""
Heart
""
Heart
Mind
Heart
Light
Space
Light
Time
Light
Life
Doom
Blood
Heart
""
Heart
Time
Light
Light
Doom
Void
Light
Void
Space
Breath
Space
""
Time
Mind
Void
Space
Life
Hope
Void
""
Mind
Heart
Void
Mind
Breath
Light
Time
Breath
Heart
Time
Time
Rage
Life
Space
Space
Space
""
Breath
Light
Void
Breath
Void
Breath
Light
Space
Light
Heart
Space
Light
Mind
Void
Heart
Void
Breath
Void
Heart
Hope
Void
Space
Space
Light
Space
Time
Blood
Heart
Life
Space
Time
Space
Light
Light
Rage
Space
Blood
Blood
Light
Heart
Light
Rage
Hope
Space
""
Breath
Doom
Life
Void
Time
Heart
Mind
Heart
Heart
Life
""
Mind
""
Life
""
Breath
Time
Life
Heart
Doom
Heart
Light
Space
Space
""
Space
Light
Heart
""
Hope
""
Space
""
""
Light
Hope
Void
Mind
Void
Time
Light
Heart
Time
Heart
Heart
Breath
Heart
""
Space
Heart
Heart
""
Life
Heart
Doom
Hope
Rage
Void
Breath
Heart
Doom
Heart
""
Light
""
Doom
Doom
Void
Space
Rage
Mind
Time
Light
Breath
Time
Blood
Void
Hope
Light
Space
Blood
Mind
Mind
Light
Heart
Mind
Space
Life
Light
Space
Light
Void
Heart
Life
Space
Life
Life
Light
""
Light
Time
Light
Time
Heart
Life
Heart
Life
Light
Heart
Void
""
Void
Breath
Rage
Heart
Blood
""
Void
Life
Time
Breath
Light
Heart
Doom
Light
Heart
Mind
Mind
Time
Mind
Space
Heart
Breath
""
Breath
Blood
Light
Void
Light
Heart
Time
Rage
Light
Light
Life
Heart
""
Time
Space
Heart
Space
Life
Time
Mind
""
Rage
Space
Light
""
Life
""
Time
Heart
Space
Doom
Mind
Heart
Life
Doom
Void
Time
Space
Hope
Heart
Space
Space
Space
Heart
Heart
Hope
Heart
Hope
Heart
Hope
Rage
Doom
Light
Doom
Light
Breath
Light
""
Doom
Time
""
Time
Blood
Blood
Heart
Time
Time
Breath
Space
Hope
""
""
Space
Space
Heart
Void
""
Heart
Heart
Rage
Hope
Life
Light
Time
""
Light
Light
Breath
Void
Space
Breath
Rage
Light
Time
Space
Life
Life
Time
Light
Blood
Mind
Heart
""
Doom
Heart
Space
Heart
Breath
""
Space
Breath
Void
Heart
Heart
Light
Light
Breath
Heart
Time
Space
Time
Life
Light
Mind
Breath
Heart
Doom
Blood
Light
Heart
Hope
Heart
Light
Mind
Space
Life
Heart
Heart
Void
""
Life
Blood
Light
Light
Space
Space
Hope
Heart
Time
Space
Space
Void
Space
Heart
Space
Void
""
Heart
Void
Void
Time
Life
Time
Heart
Heart
Space
Rage
Void
Void
Rage
Time
""
Blood
Void
""
Time
Life
Breath
""
Mind
Space
Heart
Rage
Space
Light
Heart
Time
Hope
Space
Light
Heart
Time
""
Void
Breath
Time
Mind
Life
Space
Life
Breath
""
Heart
Breath
Rage
Void
Light
Heart
""
Hope
Light
Light
Rage
Space
Void
Heart
""
Heart
Time
Life
Mind
Light
Void
Time
Space
Heart
Light
Blood
Breath
Life
Rage
Blood
Breath
Rage
Breath
Time
Light
Life
Void
""
Void
Void
""
Rage
Hope
Void
Space
Light
Light
Light
Breath
Light
Space
Mind
Rage
Blood
""
Heart
Space
Light
Space
Mind
Rage
Hope
Space
Heart
Mind
Space
Doom
""
Breath
Space
Heart
Space
Life
Hope
Light
Time
Doom
Life
""
Heart
Mind
Light
Life
Void
Space
Rage
Blood
Space
Light
Breath
Mind
Light
Light
Hope
""
Hope
Light
""
Rage
Light
Void
Space
Mind
""
Time
Void
Mind
Void
Time
Light
Hope
Life
Life
Space
Time
Hope
Life
Time
Doom
Heart
""
Space
Light
Time
Void
Time
Doom
Blood
Space
Time
Space
Void
Space
Breath
Light
Life
Space
Time
Heart
Light
Blood
Void
Space
Time
Blood
Space
Time
Time
Heart
Blood
Hope
Rage
Light
Life
Void
Time
Doom
Light
Doom
""
""
Blood
Hope
Breath
Light
Void
Life
Doom
Void
Void
Life
Space
Heart
Void
""
""
Doom
Void
Light
Doom
Space
Blood
Space
Breath
Time
""
Mind
Life
Space
Life
Hope
Hope
Breath
Space
Breath
Light
""
Mind
Doom
Mind
Time
Hope
""
Space
Time
Void
Space
Light
Life
Time
""
Blood
Heart
Space
Life
Heart
""
Time
Hope
Time
Light
Light
Rage
Time
Life
Space
Blood
Space
Mind
Light
Space
Doom
Doom
Heart
Void
Space
Life
Time
Void
Space
""
Space
Heart
Light
Time
Heart
Hope
Heart
Time
Rage
Light
""
Life
Life
Rage
Time
Time
Light
Light
Life
Heart
Doom
Light
Heart
Mind
Void
Doom
Doom
Heart
Void
Space
Light
Blood
Time
Mind
Heart
Heart
Breath
Life
Light
Time
Void
Heart
Heart
""
Space
""
Blood
""
Life
Rage
""
""
Heart
Heart
Light
""
Mind
Breath
Mind
Mind
Heart
Space
""
""
Light
Mind
Void
Mind
Space
Space
Heart
Breath
Heart
Space
Mind
Doom
Blood
Blood
Void
Heart
Time
Time
Rage
Doom
Space
Light
Breath
Mind
Space
Doom
Breath
Hope
Breath
Heart
Space
Heart
Time
Time
Mind
Mind
Blood
""
Heart
Light
Heart
Void
Void
Breath
Breath
Space
Heart
Light
Life
Space
Light
Heart
""
Hope
""
Doom
Space
Life
Doom
Doom
Space
Life
Time
Doom
Breath
Heart
Blood
""
Breath
Time
Mind
Space
Hope
Light
Space
Rage
Life
Doom
Breath
Time
Space
Heart
Rage
Void
Void
Space
Heart
Heart
Blood
Mind
Mind
""
Time
Space
""
Breath
Rage
Rage
Life
Light
Rage
Light
Rage
Void
Time
Light
Heart
Mind
Doom
Light
Light
""
Void
Hope
Void
Heart
Mind
Space
Doom
Time
Hope
Heart
""
""
Heart
Life
Space
Void
Light
Light
Blood
Breath
Space
""
Void
Heart
Light
Light
Heart
Light
Heart
Life
Heart
Life
Light
Heart
Hope
Mind
Life
Blood
Heart
Space
Time
Space
Light
Doom
Rage
Time
Mind
Heart
Hope
Space
Breath
Space
Light
Light
Time
Heart
Blood
Blood
Heart
Hope
Space
Time
Space
Life
""
Space
""
""
Blood
""
Mind
Life
Heart
Breath
Time
Mind
Space
Void
Heart
Breath
Void
""
Time
Heart
Time
""
Rage
Mind
Blood
Time
Doom
Time
Hope
Rage
Space
Breath
Heart
Heart
Heart
Mind
Heart
Space
Heart
Light
Breath
""
Space
Mind
Time
Doom
Time
Heart
Life
Mind
Life
Void
Rage
Breath
""
Void
Space
Life
""
Life
Blood
Void
Light
Time
Hope
Mind
Hope
Blood
Time
Hope
Space
Mind
Rage
Light
Rage
Life
Blood
Doom
Time
Blood
Life
Heart
Void
Rage
Heart
Heart
Breath
""
Mind
Light
Space
Breath
Breath
Space
Heart
Mind
Rage
""
Light
Light
Light
Life
Light
Light
Mind
Blood
Space
Rage
Doom
""
Heart
""
Blood
Hope
Life
Hope
Hope
""
Void
Space
Life
Life
Light
Light
Blood
Heart
Heart
Hope
Time
Breath
Light
Heart
Blood
Space
Light
Breath
Heart
Hope
Time
Light
Light
Mind
Space
Void
Hope
Doom
Breath
Heart
Rage
""
Void
Heart
Hope
Void
Doom
Space
""
Doom
""
Time
Time
Heart
Heart
Mind
Doom
Doom
Heart
Time
Breath
Void
Breath
Void
Hope
Light
Time
Light
""
""
Blood
Rage
Heart
Space
Light
Heart
Life
Mind
Space
Blood
Life
Light
Light
Life
Heart
Space
Time
Breath
Life
Space
Light
Heart
Light
Rage
Breath
Heart
Time
Heart
""
Time
Space
Rage
Mind
Space
""
Life
Life
Heart
Life
Time
Mind
Light
Space
Heart
Blood
Mind
Heart
""
Rage
Rage
""
Breath
""
Space
Heart
Mind
""
Heart
Life
Mind
Heart
Void
Space
""
Hope
Void
""
Mind
Space
Mind
Time
Hope
Mind
Breath
Heart
Light
Time
Void
Time
Blood
Void
Breath
Breath
Space
Time
Life
Heart
Breath
Life
Light
Light
Time
Mind
""
Light
Void
Light
Void
Void
Light
Blood
Mind
Heart
Mind
Space
Space
Heart
Life
Space
""
Time
Light
Blood
Time
Void
Doom
""
Mind
Light
Space
Doom
""
Breath
""
Doom
Mind
Mind
Light
Space
Life
Space
""
Heart
Breath
Light
Rage
Hope
Life
Blood
Heart
""
""
Void
Time
Space
Life
""
Hope
Light
""
Time
Light
Doom
Light
Breath
Mind
Light
Space
Time
Rage
Light
Time
Mind
Void
Hope
Breath
Space
Rage
Light
Hope
Light
Light
Heart
Void
Space
Space
Heart
Blood
Space
Blood
Rage
Breath
Heart
Hope
""
Space
Life
Mind
Heart
Heart
""
Hope
Heart
Heart
Light
Breath
Heart
Void
Hope
Doom
Doom
Doom
Heart
Rage
Heart
""
Heart
Time
Life
Breath
Light
Rage
Void
Space
""
Light
Doom
""
Blood
Time
Blood
Light
Space
Mind
Void
Heart
Heart
Time
Blood
Mind
""
Life
Blood
Space
Life
Doom
Space
Hope
Time
Heart
Breath
Mind
Doom
Blood
Void
Heart
Blood
Life
Light
Breath
Rage
Heart
""
Mind
Space
Life
Void
Mind
Heart
Heart
Space
Breath
Mind
Mind
Heart
Doom
Space
Mind
Heart
Heart
Space
Space
Void
Time
Light
Space
Void
Rage
Breath
Heart
Heart
Space
Heart
Space
Time
Time
Heart
Void
Time
Time
Heart
Light
Hope
Void
Void
""
Heart
Void
Light
Light
Breath
Void
Mind
Light
Breath
Rage
Mind
Space
""
Rage
Space
Blood
Breath
Space
""
""
Time
Space
Light
Mind
""
Heart
Life
Doom
Heart
Light
Heart
Breath
Void
Void
Mind
Hope
Hope
Space
Light
Space
Life
Time
Life
Mind
Void
Space
Life
Time
Space
Light
Light
Heart
Rage
Life
Time
Life
Rage
Doom
Light
""
Space
Mind
Mind
Mind
Breath
""
Heart
Breath
Life
Heart
Space
Time
Space
Rage
Breath
""
Mind
Heart
Breath
Mind
Mind
Light
Heart
Breath
Space
Heart
Space
Space
""
Time
Breath
Life
Light
Hope
Heart
Heart
Heart
Rage
Doom
Rage
Heart
Mind
Light
Space
Hope
Heart
Heart
Space
Space
Life
Doom
Time
""
""
Heart
Blood
""
""
Heart
Doom
""
Rage
Mind
Mind
""
Life
Rage
Heart
Doom
Breath
Light
Hope
Blood
Light
Doom
Life
Mind
Void
Space
Light
Void
Heart
Mind
Mind
Time
Breath
Breath
Space
Breath
Space
Heart
Blood
Light
Void
Light
Void
Time
Space
Time
Rage
Heart
""
Hope
Rage
Life
Hope
Light
Heart
Void
Time
Space
Void
Breath
Life
Mind
Mind
Void
Rage
Light
Light
Hope
""
Life
Space
Space
Light
Void
Space
