Are you participating or have you ever participated in one of /r/homestuck's group rereads?
Yes
""
""
""
""
No
""
""
No
No
""
No
""
Yes
No
""
""
""
""
No
""
No
No
Yes
""
""
""
""
No
""
"A group reread, but not /r/homestuck's"
Yes
No
""
""
No
""
""
No
No
""
""
""
""
No
No
""
""
No
""
No
""
No
No
"A group reread, but not /r/homestuck's"
"A group reread, but not /r/homestuck's"
""
""
""
""
"A group reread, but not /r/homestuck's"
""
""
""
""
""
No
"A group reread, but not /r/homestuck's"
""
""
No
""
""
""
No
No
""
No
No
No
""
""
No
""
No
"A group reread, but not /r/homestuck's"
""
""
""
""
""
No
No
No
Yes
No
"A group reread, but not /r/homestuck's"
No
""
""
No
""
No
""
""
No
"A group reread, but not /r/homestuck's"
No
""
No
No
""
""
""
No
""
""
Yes
No
""
""
""
No
No
""
No
No
No
""
"A group reread, but not /r/homestuck's"
No
No
""
"A group reread, but not /r/homestuck's"
""
""
"A group reread, but not /r/homestuck's"
""
""
No
""
No
No
""
""
No
""
No
""
No
No
""
No
"A group reread, but not /r/homestuck's"
""
""
Yes
""
""
No
""
No
No
No
""
""
""
""
"A group reread, but not /r/homestuck's"
"A group reread, but not /r/homestuck's"
""
""
No
No
"A group reread, but not /r/homestuck's"
""
No
Yes
No
""
""
""
""
""
""
No
""
""
""
""
No
No
No
""
""
No
No
No
""
""
No
""
""
""
Yes
""
""
No
""
No
No
"A group reread, but not /r/homestuck's"
No
No
No
""
""
""
No
No
No
""
No
No
""
No
""
""
""
No
No
No
""
No
No
""
""
""
Yes
""
No
""
""
""
No
""
No
"A group reread, but not /r/homestuck's"
""
No
"A group reread, but not /r/homestuck's"
"A group reread, but not /r/homestuck's"
""
No
""
No
No
""
""
No
No
""
No
"A group reread, but not /r/homestuck's"
""
""
No
""
""
No
No
""
""
""
""
No
""
""
No
""
""
No
No
""
""
""
""
No
No
""
No
No
No
"A group reread, but not /r/homestuck's"
""
No
Yes
""
""
""
""
""
No
""
""
""
No
No
""
No
""
"A group reread, but not /r/homestuck's"
No
""
No
No
"A group reread, but not /r/homestuck's"
Yes
""
No
""
""
No
No
""
"A group reread, but not /r/homestuck's"
No
""
""
""
No
No
No
No
No
No
""
No
No
""
No
""
No
""
No
No
No
No
No
""
No
No
""
No
""
No
No
""
""
"A group reread, but not /r/homestuck's"
""
""
""
""
""
""
""
""
""
"A group reread, but not /r/homestuck's"
""
No
"A group reread, but not /r/homestuck's"
No
""
"A group reread, but not /r/homestuck's"
""
No
No
""
""
""
""
""
No
""
""
No
No
No
No
No
""
No
No
""
""
""
""
""
No
No
""
""
No
""
No
""
""
No
No
No
""
No
No
""
""
""
""
No
No
No
No
Yes
""
""
No
""
""
No
""
""
No
""
"A group reread, but not /r/homestuck's"
""
""
""
""
No
No
""
""
""
""
No
No
""
""
""
No
No
""
""
""
"A group reread, but not /r/homestuck's"
""
No
No
No
No
""
""
No
No
"A group reread, but not /r/homestuck's"
""
""
No
""
""
""
""
""
""
No
""
No
""
No
"A group reread, but not /r/homestuck's"
""
""
No
""
""
No
""
""
""
No
""
""
""
No
""
No
""
""
""
No
""
""
"A group reread, but not /r/homestuck's"
No
No
""
No
""
""
No
""
""
No
""
"A group reread, but not /r/homestuck's"
"A group reread, but not /r/homestuck's"
""
""
""
""
Yes
""
"A group reread, but not /r/homestuck's"
No
Yes
""
""
""
""
""
Yes
No
""
Yes
""
""
No
No
"A group reread, but not /r/homestuck's"
No
No
""
No
"A group reread, but not /r/homestuck's"
No
""
"A group reread, but not /r/homestuck's"
""
""
No
""
""
No
""
No
""
""
"A group reread, but not /r/homestuck's"
No
No
""
No
""
""
""
""
No
""
""
""
"A group reread, but not /r/homestuck's"
""
No
""
No
"A group reread, but not /r/homestuck's"
Yes
""
""
No
No
No
No
""
""
""
No
"A group reread, but not /r/homestuck's"
No
"A group reread, but not /r/homestuck's"
No
""
No
""
""
""
No
No
""
No
""
""
""
No
""
""
No
""
No
No
No
""
""
""
""
""
No
No
No
"A group reread, but not /r/homestuck's"
No
No
No
No
""
""
No
No
""
""
""
No
""
"A group reread, but not /r/homestuck's"
""
""
""
No
""
No
""
No
"A group reread, but not /r/homestuck's"
No
No
""
""
""
""
""
""
""
""
Yes
No
No
No
"A group reread, but not /r/homestuck's"
""
""
""
No
""
"A group reread, but not /r/homestuck's"
"A group reread, but not /r/homestuck's"
""
""
No
No
No
""
No
""
""
""
No
""
No
"A group reread, but not /r/homestuck's"
No
""
No
""
""
""
No
Yes
""
No
""
""
No
""
Yes
""
""
No
""
""
No
""
No
""
""
""
""
No
No
""
No
No
""
No
""
""
""
No
""
No
No
Yes
No
""
No
Yes
No
"A group reread, but not /r/homestuck's"
""
""
""
"A group reread, but not /r/homestuck's"
""
No
""
No
No
""
""
""
No
""
No
""
""
"A group reread, but not /r/homestuck's"
No
""
""
No
No
""
""
No
""
No
""
No
""
""
No
""
""
No
""
""
Yes
""
""
No
No
No
""
""
""
No
No
No
"A group reread, but not /r/homestuck's"
No
""
""
""
""
""
No
"A group reread, but not /r/homestuck's"
""
No
""
"A group reread, but not /r/homestuck's"
No
""
No
""
No
""
""
"A group reread, but not /r/homestuck's"
No
Yes
""
""
No
""
""
""
""
"A group reread, but not /r/homestuck's"
""
""
No
No
"A group reread, but not /r/homestuck's"
""
""
""
No
""
""
""
""
No
"A group reread, but not /r/homestuck's"
""
""
""
""
No
No
No
Yes
""
No
No
No
""
No
""
""
No
Yes
""
No
""
""
""
No
""
No
""
""
""
No
"A group reread, but not /r/homestuck's"
""
No
""
""
""
No
""
No
""
No
""
""
""
No
No
""
""
""
No
""
""
No
""
""
No
""
No
""
No
""
""
"A group reread, but not /r/homestuck's"
""
""
""
No
"A group reread, but not /r/homestuck's"
""
""
Yes
""
""
No
Yes
""
No
""
""
""
""
""
No
""
""
""
""
No
No
No
No
""
""
""
No
""
""
""
No
No
""
"A group reread, but not /r/homestuck's"
""
""
No
"A group reread, but not /r/homestuck's"
No
No
""
""
"A group reread, but not /r/homestuck's"
""
""
No
No
""
No
""
""
""
No
""
""
No
""
"A group reread, but not /r/homestuck's"
"A group reread, but not /r/homestuck's"
""
Yes
No
No
""
No
""
""
No
""
""
No
"A group reread, but not /r/homestuck's"
"A group reread, but not /r/homestuck's"
"A group reread, but not /r/homestuck's"
""
""
No
""
No
No
No
No
No
""
""
""
No
""
""
No
""
""
""
""
No
No
"A group reread, but not /r/homestuck's"
""
""
""
""
""
No
No
"A group reread, but not /r/homestuck's"
"A group reread, but not /r/homestuck's"
""
"A group reread, but not /r/homestuck's"
""
""
""
"A group reread, but not /r/homestuck's"
""
""
""
No
""
""
"A group reread, but not /r/homestuck's"
""
""
No
""
No
"A group reread, but not /r/homestuck's"
""
"A group reread, but not /r/homestuck's"
""
""
No
""
"A group reread, but not /r/homestuck's"
No
No
No
No
""
No
No
""
""
""
Yes
""
"A group reread, but not /r/homestuck's"
No
""
No
No
No
No
No
""
No
""
""
""
No
""
No
No
""
"A group reread, but not /r/homestuck's"
""
No
Yes
No
"A group reread, but not /r/homestuck's"
No
""
""
"A group reread, but not /r/homestuck's"
"A group reread, but not /r/homestuck's"
""
""
""
""
No
""
""
No
""
""
""
""
No
""
""
""
""
""
""
""
""
""
No
""
""
Yes
""
No
""
""
No
No
No
""
""
No
"A group reread, but not /r/homestuck's"
""
"A group reread, but not /r/homestuck's"
No
""
No
Yes
Yes
No
"A group reread, but not /r/homestuck's"
""
No
"A group reread, but not /r/homestuck's"
No
"A group reread, but not /r/homestuck's"
No
""
No
No
No
"A group reread, but not /r/homestuck's"
No
""
"A group reread, but not /r/homestuck's"
No
No
No
""
""
""
No
"A group reread, but not /r/homestuck's"
""
""
Yes
No
Yes
No
""
""
No
""
""
No
No
No
No
""
No
""
""
"A group reread, but not /r/homestuck's"
"A group reread, but not /r/homestuck's"
""
""
No
""
"A group reread, but not /r/homestuck's"
""
"A group reread, but not /r/homestuck's"
""
""
""
""
""
""
Yes
""
No
"A group reread, but not /r/homestuck's"
""
No
No
No
""
No
No
""
""
""
""
""
No
No
""
""
""
""
No
No
""
No
""
""
"A group reread, but not /r/homestuck's"
No
""
No
"A group reread, but not /r/homestuck's"
No
No
"A group reread, but not /r/homestuck's"
Yes
""
No
No
No
"A group reread, but not /r/homestuck's"
""
""
"A group reread, but not /r/homestuck's"
"A group reread, but not /r/homestuck's"
""
""
""
""
""
""
Yes
No
""
""
""
No
No
""
""
""
No
""
No
No
No
""
""
""
No
"A group reread, but not /r/homestuck's"
No
""
""
No
""
""
Yes
""
""
""
""
""
No
""
""
No
""
""
""
""
""
""
""
""
Yes
""
No
No
No
No
No
""
""
No
No
""
""
No
No
""
""
No
No
""
""
""
""
No
No
No
""
No
No
No
"A group reread, but not /r/homestuck's"
No
""
""
""
No
No
No
""
"A group reread, but not /r/homestuck's"
No
No
""
""
""
No
""
No
"A group reread, but not /r/homestuck's"
No
No
No
""
""
No
""
No
""
No
Yes
No
No
""
""
""
""
No
""
""
No
""
""
No
""
No
No
No
"A group reread, but not /r/homestuck's"
No
No
""
""
Yes
No
"A group reread, but not /r/homestuck's"
No
No
No
No
""
No
""
"A group reread, but not /r/homestuck's"
Yes
""
""
No
"A group reread, but not /r/homestuck's"
""
""
No
""
""
No
""
""
No
""
""
"A group reread, but not /r/homestuck's"
""
""
No
""
No
""
No
""
""
""
No
No
No
""
No
""
No
No
No
""
""
""
""
No
""
""
No
No
""
No
""
""
""
""
""
""
No
""
No
""
No
No
""
""
""
No
""
No
""
""
""
""
No
No
"A group reread, but not /r/homestuck's"
""
No
""
Yes
""
Yes
""
""
No
"A group reread, but not /r/homestuck's"
""
""
""
No
""
""
""
""
""
""
""
No
No
Yes
""
""
No
""
""
No
""
No
No
""
""
No
""
No
""
"A group reread, but not /r/homestuck's"
""
""
""
"A group reread, but not /r/homestuck's"
No
""
No
No
Yes
""
No
No
No
""
""
"A group reread, but not /r/homestuck's"
""
No
No
No
""
"A group reread, but not /r/homestuck's"
No
""
""
"A group reread, but not /r/homestuck's"
"A group reread, but not /r/homestuck's"
""
No
No
""
No
No
""
No
""
No
No
""
No
No
""
No
""
No
No
No
No
""
""
""
No
"A group reread, but not /r/homestuck's"
No
No
No
No
No
""
""
No
"A group reread, but not /r/homestuck's"
No
No
""
""
"A group reread, but not /r/homestuck's"
""
No
""
""
""
"A group reread, but not /r/homestuck's"
No
"A group reread, but not /r/homestuck's"
Yes
""
No
No
No
No
No
""
""
""
""
""
"A group reread, but not /r/homestuck's"
"A group reread, but not /r/homestuck's"
""
""
""
""
""
""
""
No
No
No
""
No
No
No
No
""
""
"A group reread, but not /r/homestuck's"
""
""
No
""
""
""
""
No
""
No
"A group reread, but not /r/homestuck's"
""
No
""
No
"A group reread, but not /r/homestuck's"
No
No
""
""
No
No
""
No
No
No
""
No
""
No
""
""
""
No
No
No
""
No
No
""
""
No
No
No
No
No
No
""
No
""
""
No
No
""
""
""
""
""
""
""
""
""
""
""
""
""
""
"A group reread, but not /r/homestuck's"
""
""
No
Yes
""
""
""
""
""
No
No
""
""
""
No
No
""
""
""
No
""
""
""
Yes
""
No
""
""
""
""
""
""
""
No
""
""
""
""
No
""
""
""
No
""
""
"A group reread, but not /r/homestuck's"
""
No
"A group reread, but not /r/homestuck's"
""
""
No
""
"A group reread, but not /r/homestuck's"
"A group reread, but not /r/homestuck's"
No
""
""
No
""
No
""
No
No
No
""
""
""
""
""
No
Yes
""
""
""
No
""
""
""
No
No
No
No
""
No
""
""
No
No
""
No
No
No
""
""
No
""
""
No
No
No
""
No
Yes
No
"A group reread, but not /r/homestuck's"
""
No
"A group reread, but not /r/homestuck's"
""
No
""
""
No
No
""
No
""
No
""
No
""
""
No
""
""
No
""
""
No
""
""
""
No
No
""
"A group reread, but not /r/homestuck's"
""
""
""
No
No
""
""
No
No
""
No
""
""
No
No
No
No
""
""
No
""
No
No
No
No
""
""
"A group reread, but not /r/homestuck's"
No
""
No
No
No
No
""
""
""
""
"A group reread, but not /r/homestuck's"
""
""
Yes
""
No
No
No
""
No
""
No
""
""
""
""
""
No
""
No
""
"A group reread, but not /r/homestuck's"
""
""
""
No
""
No
"A group reread, but not /r/homestuck's"
""
""
""
No
No
""
""
No
No
No
"A group reread, but not /r/homestuck's"
""
""
No
""
""
Yes
""
""
""
"A group reread, but not /r/homestuck's"
""
""
""
""
Yes
""
""
""
""
""
No
""
""
""
No
"A group reread, but not /r/homestuck's"
""
No
""
""
No
""
No
""
No
"A group reread, but not /r/homestuck's"
"A group reread, but not /r/homestuck's"
""
""
No
Yes
""
"A group reread, but not /r/homestuck's"
No
""
No
No
No
""
No
""
""
""
""
Yes
""
""
Yes
""
""
""
No
No
No
Yes
""
""
No
No
""
""
""
""
No
No
No
No
""
""
""
""
""
""
""
"A group reread, but not /r/homestuck's"
No
No
""
No
""
""
No
No
No
""
"A group reread, but not /r/homestuck's"
"A group reread, but not /r/homestuck's"
No
""
""
No
""
""
No
""
No
"A group reread, but not /r/homestuck's"
""
""
""
No
""
""
No
""
""
""
""
""
"A group reread, but not /r/homestuck's"
No
No
"A group reread, but not /r/homestuck's"
No
""
No
""
""
""
""
No
No
No
No
""
""
No
No
Yes
"A group reread, but not /r/homestuck's"
""
"A group reread, but not /r/homestuck's"
"A group reread, but not /r/homestuck's"
Yes
""
""
""
""
No
No
No
No
""
""
""
""
""
No
""
No
""
""
""
No
""
""
""
""
"A group reread, but not /r/homestuck's"
Yes
""
""
No
No
""
""
No
"A group reread, but not /r/homestuck's"
""
No
"A group reread, but not /r/homestuck's"
""
""
Yes
No
""
""
No
No
No
""
No
No
""
No
""
No
No
No
""
""
""
No
""
""
No
""
Yes
No
""
""
"A group reread, but not /r/homestuck's"
No
No
No
"A group reread, but not /r/homestuck's"
No
No
No
No
""
"A group reread, but not /r/homestuck's"
""
No
""
No
""
""
""
No
No
""
""
No
No
""
""
""
""
""
No
""
""
""
""
""
No
No
""
""
""
No
No
"A group reread, but not /r/homestuck's"
""
""
No
No
""
"A group reread, but not /r/homestuck's"
""
No
""
No
""
No
""
No
""
"A group reread, but not /r/homestuck's"
No
"A group reread, but not /r/homestuck's"
No
No
No
""
""
No
""
""
""
""
No
No
""
""
""
""
""
""
""
No
""
No
"A group reread, but not /r/homestuck's"
No
""
No
No
""
""
""
No
No
No
"A group reread, but not /r/homestuck's"
""
No
""
No
""
""
""
No
No
No
""
No
""
""
No
""
No
""
No
No
No
""
""
No
No
""
No
""
""
No
No
""
No
No
""
""
""
No
""
"A group reread, but not /r/homestuck's"
No
No
No
""
"A group reread, but not /r/homestuck's"
No
""
""
No
""
No
""
""
""
""
""
No
""
"A group reread, but not /r/homestuck's"
""
""
No
No
No
""
No
""
""
""
No
""
No
No
""
""
No
No
""
No
No
No
No
No
""
"A group reread, but not /r/homestuck's"
No
No
""
""
""
""
Yes
""
No
Yes
No
""
""
""
"A group reread, but not /r/homestuck's"
No
""
"A group reread, but not /r/homestuck's"
""
No
""
"A group reread, but not /r/homestuck's"
No
No
Yes
No
""
No
""
No
""
""
Yes
""
No
No
No
No
""
""
""
No
Yes
"A group reread, but not /r/homestuck's"
""
No
""
No
No
""
""
Yes
""
""
No
No
""
No
""
""
""
""
""
""
""
No
""
""
No
"A group reread, but not /r/homestuck's"
No
"A group reread, but not /r/homestuck's"
No
No
No
""
"A group reread, but not /r/homestuck's"
""
Yes
""
"A group reread, but not /r/homestuck's"
"A group reread, but not /r/homestuck's"
"A group reread, but not /r/homestuck's"
Yes
""
No
No
No
No
No
""
""
No
No
"A group reread, but not /r/homestuck's"
No
"A group reread, but not /r/homestuck's"
No
""
No
""
No
No
No
""
""
""
No
Yes
No
""
No
""
""
""
No
No
No
""
""
No
No
""
""
"A group reread, but not /r/homestuck's"
No
""
""
""
No
Yes
""
No
""
""
No
""
""
""
""
""
No
""
"A group reread, but not /r/homestuck's"
No
No
""
No
""
No
""
No
""
""
"A group reread, but not /r/homestuck's"
""
""
""
""
No
No
""
""
""
""
No
""
No
""
No
No
""
No
No
No
No
""
No
""
""
No
Yes
"A group reread, but not /r/homestuck's"
""
""
"A group reread, but not /r/homestuck's"
""
""
"A group reread, but not /r/homestuck's"
No
No
""
""
""
No
"A group reread, but not /r/homestuck's"
""
""
No
""
Yes
""
No
"A group reread, but not /r/homestuck's"
"A group reread, but not /r/homestuck's"
""
""
""
""
""
"A group reread, but not /r/homestuck's"
No
""
No
"A group reread, but not /r/homestuck's"
"A group reread, but not /r/homestuck's"
No
""
""
""
No
""
""
"A group reread, but not /r/homestuck's"
No
No
No
""
""
No
""
No
"A group reread, but not /r/homestuck's"
No
No
No
""
No
No
No
No
""
Yes
No
""
No
""
""
No
No
""
""
No
""
""
""
No
""
No
No
""
""
"A group reread, but not /r/homestuck's"
""
"A group reread, but not /r/homestuck's"
Yes
No
""
""
""
""
No
""
No
No
No
""
No
""
""
No
No
""
""
""
No
""
No
No
""
No
""
""
""
""
"A group reread, but not /r/homestuck's"
""
""
""
""
""
""
""
""
No
No
""
No
""
""
""
""
""
""
""
""
No
Yes
""
""
"A group reread, but not /r/homestuck's"
No
""
No
"A group reread, but not /r/homestuck's"
""
""
No
No
No
""
""
"A group reread, but not /r/homestuck's"
No
Yes
No
No
"A group reread, but not /r/homestuck's"
No
"A group reread, but not /r/homestuck's"
""
No
"A group reread, but not /r/homestuck's"
Yes
""
""
No
No
No
""
No
No
""
""
No
""
""
""
""
No
""
""
""
""
""
""
"A group reread, but not /r/homestuck's"
""
No
""
No
""
""
""
""
""
""
""
Yes
No
""
""
""
"A group reread, but not /r/homestuck's"
No
No
""
""
No
Yes
No
""
No
""
""
""
No
""
No
No
No
""
No
No
No
No
No
"A group reread, but not /r/homestuck's"
No
"A group reread, but not /r/homestuck's"
""
"A group reread, but not /r/homestuck's"
""
No
""
No
No
No
""
No
No
No
""
""
""
""
""
""
No
No
""
""
""
No
No
No
No
No
"A group reread, but not /r/homestuck's"
No
""
""
""
""
No
No
No
No
""
""
No
No
""
""
""
""
""
No
""
No
""
No
""
""
No
""
No
No
No
No
"A group reread, but not /r/homestuck's"
No
No
""
""
No
No
No
""
"A group reread, but not /r/homestuck's"
""
Yes
No
"A group reread, but not /r/homestuck's"
""
Yes
""
No
No
No
"A group reread, but not /r/homestuck's"
""
No
"A group reread, but not /r/homestuck's"
No
No
""
""
""
""
""
""
No
""
No
""
No
Yes
""
""
No
""
""
""
""
No
No
No
""
"A group reread, but not /r/homestuck's"
No
"A group reread, but not /r/homestuck's"
No
Yes
""
No
No
""
""
No
No
No
No
""
""
""
"A group reread, but not /r/homestuck's"
No
""
""
No
No
""
No
No
Yes
No
""
""
""
""
"A group reread, but not /r/homestuck's"
No
""
No
""
""
"A group reread, but not /r/homestuck's"
No
""
No
No
No
No
""
No
""
No
""
No
No
""
""
No
""
Yes
No
""
""
""
""
""
""
""
No
""
No
""
No
""
""
""
""
No
No
No
""
No
""
No
""
No
No
No
No
""
"A group reread, but not /r/homestuck's"
""
No
No
""
"A group reread, but not /r/homestuck's"
""
""
No
""
""
""
No
""
No
No
"A group reread, but not /r/homestuck's"
""
"A group reread, but not /r/homestuck's"
""
No
"A group reread, but not /r/homestuck's"
""
""
""
No
""
""
""
No
No
No
""
""
No
No
""
""
""
""
""
""
"A group reread, but not /r/homestuck's"
""
""
""
""
""
""
""
""
"A group reread, but not /r/homestuck's"
""
""
No
No
""
No
No
""
No
""
""
No
No
No
""
""
""
Yes
""
No
""
""
No
""
""
No
No
""
""
""
No
""
No
""
""
""
""
""
No
No
""
No
No
"A group reread, but not /r/homestuck's"
No
""
""
""
No
No
No
""
No
""
""
"A group reread, but not /r/homestuck's"
Yes
No
No
""
No
No
""
""
""
""
""
""
No
""
""
""
""
No
""
""
""
""
""
"A group reread, but not /r/homestuck's"
"A group reread, but not /r/homestuck's"
""
No
No
No
""
No
"A group reread, but not /r/homestuck's"
""
""
No
""
No
"A group reread, but not /r/homestuck's"
""
""
""
""
""
""
""
""
""
"A group reread, but not /r/homestuck's"
""
""
""
""
""
""
No
""
No
No
""
""
""
""
""
""
No
""
Yes
""
No
No
No
""
""
""
""
""
""
No
"A group reread, but not /r/homestuck's"
No
No
""
No
""
No
No
""
No
""
""
""
""
""
""
""
""
""
""
""
No
Yes
"A group reread, but not /r/homestuck's"
""
""
No
No
No
""
""
Yes
""
""
""
"A group reread, but not /r/homestuck's"
""
""
""
Yes
No
No
""
""
Yes
"A group reread, but not /r/homestuck's"
""
No
""
""
"A group reread, but not /r/homestuck's"
No
""
No
No
""
""
""
""
No
No
""
"A group reread, but not /r/homestuck's"
""
""
No
""
No
No
No
""
Yes
No
No
""
No
""
No
"A group reread, but not /r/homestuck's"
No
""
No
Yes
""
""
Yes
No
""
""
No
No
No
No
No
No
No
""
"A group reread, but not /r/homestuck's"
"A group reread, but not /r/homestuck's"
No
""
No
""
No
""
No
""
No
""
No
No
""
""
Yes
No
No
"A group reread, but not /r/homestuck's"
""
No
No
""
""
No
No
No
No
""
"A group reread, but not /r/homestuck's"
No
No
""
""
""
"A group reread, but not /r/homestuck's"
""
""
No
""
""
No
No
""
""
""
""
Yes
""
""
No
""
""
No
""
"A group reread, but not /r/homestuck's"
Yes
""
No
""
No
No
No
""
No
""
No
""
No
No
""
""
""
No
No
No
"A group reread, but not /r/homestuck's"
""
No
""
""
""
No
"A group reread, but not /r/homestuck's"
""
""
No
No
No
No
""
"A group reread, but not /r/homestuck's"
No
""
No
No
""
No
""
""
""
""
No
""
No
No
No
No
No
""
""
""
No
No
""
""
""
No
""
""
No
No
""
""
"A group reread, but not /r/homestuck's"
Yes
""
""
No
""
Yes
""
""
""
No
""
No
""
""
Yes
No
Yes
""
""
"A group reread, but not /r/homestuck's"
""
""
""
No
No
No
Yes
""
Yes
No
No
""
"A group reread, but not /r/homestuck's"
Yes
No
No
No
""
""
No
No
""
Yes
""
No
No
""
No
""
""
""
"A group reread, but not /r/homestuck's"
""
""
""
""
Yes
No
No
No
No
""
No
""
""
""
""
No
"A group reread, but not /r/homestuck's"
""
""
""
"A group reread, but not /r/homestuck's"
""
""
No
No
No
""
""
""
""
""
Yes
""
""
""
""
No
""
""
No
Yes
No
""
""
""
"A group reread, but not /r/homestuck's"
No
""
No
No
""
"A group reread, but not /r/homestuck's"
""
No
""
""
""
""
""
""
""
""
No
"A group reread, but not /r/homestuck's"
Yes
""
""
No
""
No
"A group reread, but not /r/homestuck's"
No
""
""
""
No
""
No
""
""
No
""
No
""
"A group reread, but not /r/homestuck's"
""
""
""
""
No
""
""
""
""
"A group reread, but not /r/homestuck's"
"A group reread, but not /r/homestuck's"
""
Yes
"A group reread, but not /r/homestuck's"
No
No
No
""
Yes
No
""
""
Yes
""
No
""
No
No
"A group reread, but not /r/homestuck's"
No
""
""
No
""
"A group reread, but not /r/homestuck's"
""
""
No
""
No
No
No
""
""
""
""
No
No
""
No
""
No
""
No
""
"A group reread, but not /r/homestuck's"
""
""
No
Yes
No
No
No
""
""
""
No
""
Yes
No
"A group reread, but not /r/homestuck's"
""
""
No
No
""
No
""
""
""
""
No
No
No
No
"A group reread, but not /r/homestuck's"
No
No
No
""
No
No
No
""
"A group reread, but not /r/homestuck's"
""
No
""
""
""
No
""
"A group reread, but not /r/homestuck's"
No
No
""
""
""
No
""
No
No
""
No
""
""
No
No
""
""
""
No
""
No
No
No
"A group reread, but not /r/homestuck's"
""
"A group reread, but not /r/homestuck's"
""
""
""
No
No
""
No
""
No
""
No
No
"A group reread, but not /r/homestuck's"
""
No
""
""
""
"A group reread, but not /r/homestuck's"
""
No
No
No
No
""
"A group reread, but not /r/homestuck's"
""
""
No
No
""
""
"A group reread, but not /r/homestuck's"
""
""
No
""
""
""
"A group reread, but not /r/homestuck's"
"A group reread, but not /r/homestuck's"
No
""
No
""
""
No
No
""
"A group reread, but not /r/homestuck's"
No
No
""
""
""
""
Yes
Yes
No
No
""
""
""
""
Yes
No
""
No
""
""
""
""
""
No
No
No
""
""
No
""
No
No
No
No
No
No
""
""
""
Yes
No
""
"A group reread, but not /r/homestuck's"
""
""
No
"A group reread, but not /r/homestuck's"
No
No
No
No
""
""
""
"A group reread, but not /r/homestuck's"
""
""
""
""
No
No
""
""
""
No
No
""
No
No
""
""
""
""
""
""
"A group reread, but not /r/homestuck's"
""
No
""
No
""
"A group reread, but not /r/homestuck's"
No
""
No
No
Yes
No
""
No
"A group reread, but not /r/homestuck's"
""
""
No
No
No
""
""
""
""
No
No
No
""
No
No
""
No
No
No
""
""
""
""
"A group reread, but not /r/homestuck's"
""
""
No
""
""
"A group reread, but not /r/homestuck's"
""
""
No
Yes
""
""
""
""
No
""
""
No
No
""
""
""
""
""
""
""
No
No
No
""
""
"A group reread, but not /r/homestuck's"
Yes
No
""
Yes
""
""
""
""
""
No
No
No
No
""
""
""
No
""
""
""
No
""
"A group reread, but not /r/homestuck's"
No
""
Yes
No
""
""
No
""
""
""
No
""
""
""
""
""
""
""
"A group reread, but not /r/homestuck's"
No
""
""
